company_id,company_name,industry,region,year,revenue,profit_margin,growth_rate,market_cap,profit
5,Company_5,Finance,Middle East,2023,3281.7,21.9,6.1,6441.8,718.6922999999998
5,Company_5,Finance,Middle East,2024,3282.1,22.5,0.0,9663.0,738.4725
5,Company_5,Finance,Middle East,2025,3162.1,22.4,-3.7,6674.6,708.3104
6,Company_6,Transportation,Oceania,2015,2339.1,0.8,0.0,256.7,18.7128
6,Company_6,Transportation,Oceania,2016,2574.5,-1.0,10.1,11890.9,-25.745
6,Company_6,Transportation,Oceania,2017,2508.9,-4.0,-2.6,3844.3,-100.35600000000001
6,Company_6,Transportation,Oceania,2018,2472.4,-8.2,-1.5,1595.7,-202.7368
6,Company_6,Transportation,Oceania,2019,2598.8,-8.5,5.1,8095.7,-220.89800000000002
6,Company_6,Transportation,Oceania,2020,2563.3,-11.4,-1.4,10251.2,-292.2162
6,Company_6,Transportation,Oceania,2021,2466.6,-8.5,-3.8,7550.0,-209.661
6,Company_6,Transportation,Oceania,2022,2747.5,-7.9,11.4,12663.9,-217.0525
6,Company_6,Transportation,Oceania,2023,3009.5,-9.8,9.5,4910.0,-294.931
6,Company_6,Transportation,Oceania,2024,3095.6,-8.6,2.9,2201.1,-266.22159999999997
6,Company_6,Transportation,Oceania,2025,3297.0,-10.0,6.5,7887.8,-329.70000000000005
7,Company_7,Healthcare,Oceania,2015,4664.1,6.2,0.0,4597.8,289.17420000000004
7,Company_7,Healthcare,Oceania,2016,5080.6,9.0,8.9,6228.6,457.254
7,Company_7,Healthcare,Oceania,2017,5192.0,6.4,2.2,7750.2,332.288
7,Company_7,Healthcare,Oceania,2018,5320.5,4.3,2.5,2608.0,228.7815
7,Company_7,Healthcare,Oceania,2019,5421.6,1.3,1.9,1267.0,70.48080000000002
7,Company_7,Healthcare,Oceania,2020,6225.1,3.5,14.8,4571.3,217.87850000000003
7,Company_7,Healthcare,Oceania,2021,6470.9,-2.3,3.9,21238.4,-148.83069999999998
7,Company_7,Healthcare,Oceania,2022,6387.4,-2.2,-1.3,18488.5,-140.52280000000002
7,Company_7,Healthcare,Oceania,2023,6014.8,-1.7,-5.8,10294.8,-102.25160000000001
7,Company_7,Healthcare,Oceania,2024,6084.6,-3.6,1.2,27425.5,-219.04560000000004
7,Company_7,Healthcare,Oceania,2025,6444.2,0.1,5.9,38.0,6.4442
8,Company_8,Healthcare,Europe,2015,7090.7,10.6,0.0,14828.8,751.6142
8,Company_8,Healthcare,Europe,2016,7395.2,10.4,4.3,17692.4,769.1008
8,Company_8,Healthcare,Europe,2017,7077.8,10.7,-4.3,14011.4,757.3246
8,Company_8,Healthcare,Europe,2018,6957.5,8.2,-1.7,9292.2,570.5149999999999
8,Company_8,Healthcare,Europe,2019,6690.8,9.7,-3.8,8033.5,649.0075999999999
8,Company_8,Healthcare,Europe,2020,6751.9,8.7,0.9,7083.4,587.4152999999999
8,Company_8,Healthcare,Europe,2021,6397.5,10.1,-5.2,10983.2,646.1474999999999
8,Company_8,Healthcare,Europe,2022,6583.8,10.3,2.9,8606.9,678.1314000000001
8,Company_8,Healthcare,Europe,2023,6810.4,11.1,3.4,9866.0,755.9544
8,Company_8,Healthcare,Europe,2024,7168.5,13.7,5.3,17539.0,982.0844999999998
8,Company_8,Healthcare,Europe,2025,7117.1,8.6,-0.7,10386.3,612.0706
9,Company_9,Technology,North America,2015,1490.2,11.9,0.0,4559.0,177.33380000000002
9,Company_9,Technology,North America,2016,1761.8,9.7,18.2,4234.3,170.89459999999997
9,Company_9,Technology,North America,2017,2085.0,15.3,18.3,7991.2,319.005
9,Company_9,Technology,North America,2018,2575.4,14.1,23.5,5543.0,363.1314
9,Company_9,Technology,North America,2019,3208.8,11.2,24.6,8416.4,359.3856
9,Company_9,Technology,North America,2020,3584.9,10.1,11.7,10662.5,362.07489999999996
9,Company_9,Technology,North America,2021,4399.8,8.5,22.7,7008.7,373.98300000000006
9,Company_9,Technology,North America,2022,4673.0,6.7,6.2,8480.9,313.091
9,Company_9,Technology,North America,2023,5102.1,4.4,9.2,5222.0,224.49240000000003
9,Company_9,Technology,North America,2024,5853.9,6.3,14.7,5804.7,368.79569999999995
9,Company_9,Technology,North America,2025,6764.0,4.5,15.5,5954.9,304.38
10,Company_10,Technology,Latin America,2015,48720.0,11.9,0.0,186028.6,5797.68
10,Company_10,Technology,Latin America,2016,56121.2,9.4,15.2,134112.7,5275.3928
10,Company_10,Technology,Latin America,2017,60556.9,8.6,7.9,86036.0,5207.8934
10,Company_10,Technology,Latin America,2018,65683.3,11.0,8.5,223764.9,7225.1630000000005
10,Company_10,Technology,Latin America,2019,72498.6,11.0,10.4,215468.5,7974.8460000000005
10,Company_10,Technology,Latin America,2020,79033.4,13.5,9.0,313712.7,10669.509
10,Company_10,Technology,Latin America,2021,79619.8,12.0,0.7,263994.0,9554.376
10,Company_10,Technology,Latin America,2022,93510.8,14.4,17.4,446629.1,13465.555200000003
10,Company_10,Technology,Latin America,2023,108029.1,17.3,15.5,416982.0,18689.034300000003
10,Company_10,Technology,Latin America,2024,117939.2,14.9,9.2,610070.0,17572.9408
10,Company_10,Technology,Latin America,2025,104787.3,17.1,-11.2,412517.1,17918.6283
11,Company_11,Energy,Europe,2015,1102.8,11.0,0.0,1367.9,121.30799999999999
11,Company_11,Energy,Europe,2016,833.7,7.9,-24.4,657.0,65.8623
11,Company_11,Energy,Europe,2017,621.3,10.8,-25.5,849.4,67.10040000000001
11,Company_11,Energy,Europe,2018,571.5,6.0,-8.0,551.3,34.29
11,Company_11,Energy,Europe,2019,507.9,-1.6,-11.1,371.5,-8.1264
11,Company_11,Energy,Europe,2020,404.5,-1.7,-20.3,1455.4,-6.8765
11,Company_11,Energy,Europe,2021,356.4,0.9,-11.9,54.4,3.2076000000000002
11,Company_11,Energy,Europe,2022,295.3,0.6,-17.1,17.0,1.7718
11,Company_11,Energy,Europe,2023,266.7,3.7,-9.7,155.1,9.8679
11,Company_11,Energy,Europe,2024,194.5,5.8,-27.1,114.8,11.280999999999999
11,Company_11,Energy,Europe,2025,170.6,4.7,-12.3,158.9,8.0182
12,Company_12,Finance,Asia,2015,3081.4,9.4,0.0,2730.3,289.65160000000003
12,Company_12,Finance,Asia,2016,3202.0,10.8,3.9,6084.8,345.81600000000003
12,Company_12,Finance,Asia,2017,3731.1,10.1,16.5,6952.2,376.8411
12,Company_12,Finance,Asia,2018,3934.3,9.5,5.4,4269.2,373.7585
12,Company_12,Finance,Asia,2019,3908.6,9.9,-0.7,4904.0,386.95140000000004
12,Company_12,Finance,Asia,2020,3655.5,14.6,-6.5,5327.5,533.703
12,Company_12,Finance,Asia,2021,3718.8,19.5,1.7,7799.8,725.166
12,Company_12,Finance,Asia,2022,3533.5,18.5,-5.0,12821.9,653.6975
12,Company_12,Finance,Asia,2023,3302.9,19.4,-6.5,11416.2,640.7625999999999
12,Company_12,Finance,Asia,2024,3517.8,17.7,6.5,11569.2,622.6506
12,Company_12,Finance,Asia,2025,3577.8,18.4,1.7,10452.9,658.3152
13,Company_13,Consumer Goods,Asia,2015,497.7,9.9,0.0,550.8,49.2723
13,Company_13,Consumer Goods,Asia,2016,568.6,10.5,14.3,1184.3,59.703
13,Company_13,Consumer Goods,Asia,2017,690.7,13.2,21.5,1132.3,91.17240000000001
13,Company_13,Consumer Goods,Asia,2018,739.2,14.2,7.0,2343.1,104.9664
13,Company_13,Consumer Goods,Asia,2019,833.5,11.5,12.7,1872.2,95.8525
13,Company_13,Consumer Goods,Asia,2020,954.0,10.7,14.5,1851.3,102.078
13,Company_13,Consumer Goods,Asia,2021,1086.0,9.8,13.8,1547.5,106.428
13,Company_13,Consumer Goods,Asia,2022,1067.8,11.7,-1.7,2422.7,124.9326
13,Company_13,Consumer Goods,Asia,2023,1194.6,10.6,11.9,1792.2,126.62759999999999
13,Company_13,Consumer Goods,Asia,2024,1402.8,12.6,17.4,2355.0,176.7528
13,Company_13,Consumer Goods,Asia,2025,1671.6,13.9,19.2,3789.7,232.35240000000002
14,Company_14,Transportation,Middle East,2015,774.9,6.2,0.0,902.2,48.0438
14,Company_14,Transportation,Middle East,2016,865.3,3.9,11.7,279.9,33.7467
14,Company_14,Transportation,Middle East,2017,917.5,7.5,6.0,643.6,68.8125
14,Company_14,Transportation,Middle East,2018,956.1,5.6,4.2,802.8,53.541599999999995
14,Company_14,Transportation,Middle East,2019,986.3,0.9,3.2,70.7,8.876700000000001
14,Company_14,Transportation,Middle East,2020,1013.5,3.4,2.8,638.5,34.459
14,Company_14,Transportation,Middle East,2021,1081.7,0.5,6.7,90.6,5.4085
14,Company_14,Transportation,Middle East,2022,1158.1,-0.1,7.1,988.5,-1.1581
14,Company_14,Transportation,Middle East,2023,1404.4,1.5,21.3,364.0,21.066
14,Company_14,Transportation,Middle East,2024,1408.8,6.0,0.3,1560.2,84.52799999999999
14,Company_14,Transportation,Middle East,2025,1623.4,4.7,15.2,678.5,76.2998
15,Company_15,Healthcare,Oceania,2015,5737.2,23.7,0.0,15249.0,1359.7163999999998
15,Company_15,Healthcare,Oceania,2016,5724.4,25.1,-0.2,29017.6,1436.8244
15,Company_15,Healthcare,Oceania,2017,6468.8,23.9,13.0,23465.8,1546.0432
15,Company_15,Healthcare,Oceania,2018,6947.3,28.3,7.4,45474.5,1966.0859000000003
15,Company_15,Healthcare,Oceania,2019,6699.5,32.0,-3.6,45050.0,2143.84
15,Company_15,Healthcare,Oceania,2020,7409.3,31.3,10.6,40312.2,2319.1109
15,Company_15,Healthcare,Oceania,2021,6442.6,34.2,-13.0,27413.4,2203.3692
15,Company_15,Healthcare,Oceania,2022,7357.3,31.1,14.2,33992.8,2288.1203
15,Company_15,Healthcare,Oceania,2023,8220.8,31.2,11.7,38672.5,2564.8896
15,Company_15,Healthcare,Oceania,2024,9291.0,27.8,13.0,53148.3,2582.898
15,Company_15,Healthcare,Oceania,2025,11489.1,28.7,23.7,61972.3,3297.3716999999997
16,Company_16,Energy,Europe,2015,1160.6,16.3,0.0,1921.2,189.1778
16,Company_16,Energy,Europe,2016,1213.5,14.3,4.6,2914.3,173.53050000000002
16,Company_16,Energy,Europe,2017,1248.2,14.2,2.9,1935.3,177.24439999999998
16,Company_16,Energy,Europe,2018,1320.2,17.3,5.8,4087.7,228.39460000000003
16,Company_16,Energy,Europe,2019,1268.4,15.1,-3.9,2918.0,191.5284
16,Company_16,Energy,Europe,2020,1265.3,16.6,-0.2,3606.5,210.0398
16,Company_16,Energy,Europe,2021,1387.7,14.6,9.7,2539.7,202.6042
16,Company_16,Energy,Europe,2022,1283.2,20.5,-7.5,3303.6,263.056
16,Company_16,Energy,Europe,2023,1119.0,29.3,-12.8,2683.5,327.86699999999996
16,Company_16,Energy,Europe,2024,1219.4,45.0,9.0,10664.6,548.73
16,Company_16,Energy,Europe,2025,1249.8,36.9,2.5,5866.9,461.1762
17,Company_17,Utilities,Oceania,2015,3577.1,12.7,0.0,3876.1,454.2917
17,Company_17,Utilities,Oceania,2016,3460.1,13.0,-3.3,5855.9,449.813
17,Company_17,Utilities,Oceania,2017,3855.5,12.2,11.4,4729.2,470.371
17,Company_17,Utilities,Oceania,2018,3910.5,13.4,1.4,4504.2,524.0070000000001
17,Company_17,Utilities,Oceania,2019,4023.2,17.2,2.9,9379.8,691.9903999999999
17,Company_17,Utilities,Oceania,2020,4324.4,16.8,7.5,9737.7,726.4992
17,Company_17,Utilities,Oceania,2021,4158.1,17.5,-3.8,9928.2,727.6675
17,Company_17,Utilities,Oceania,2022,3932.8,17.1,-5.4,6485.7,672.5088000000001
17,Company_17,Utilities,Oceania,2023,4066.6,15.5,3.4,5952.4,630.323
17,Company_17,Utilities,Oceania,2024,4012.2,15.7,-1.3,5680.9,629.9154
17,Company_17,Utilities,Oceania,2025,4630.8,18.3,15.4,6876.5,847.4364
18,Company_18,Energy,Europe,2015,7905.8,7.3,0.0,9920.4,577.1234
18,Company_18,Energy,Europe,2016,7833.6,1.8,-0.9,1889.4,141.00480000000002
18,Company_18,Energy,Europe,2017,8556.8,2.4,9.2,2419.7,205.36319999999998
18,Company_18,Energy,Europe,2018,9566.1,-1.0,11.8,22410.1,-95.661
18,Company_18,Energy,Europe,2019,10444.4,0.9,9.2,1175.7,93.9996
18,Company_18,Energy,Europe,2020,11604.7,5.0,11.1,10578.4,580.235
18,Company_18,Energy,Europe,2021,12463.7,2.9,7.4,4405.9,361.4473
18,Company_18,Energy,Europe,2022,12305.5,0.2,-1.3,398.7,24.611
18,Company_18,Energy,Europe,2023,11839.6,6.3,-3.8,10385.7,745.8948
18,Company_18,Energy,Europe,2024,13785.1,15.1,16.4,20222.1,2081.5501
18,Company_18,Energy,Europe,2025,14675.7,12.4,6.5,35497.2,1819.7868
19,Company_19,Technology,Latin America,2015,69314.3,14.9,0.0,340068.5,10327.8307
19,Company_19,Technology,Latin America,2016,71999.1,16.7,3.9,180408.7,12023.849699999999
19,Company_19,Technology,Latin America,2017,72920.6,12.8,1.3,245197.1,9333.836800000001
19,Company_19,Technology,Latin America,2018,80546.7,9.1,10.5,172099.6,7329.749699999999
19,Company_19,Technology,Latin America,2019,92918.5,6.7,15.4,171478.9,6225.539500000001
19,Company_19,Technology,Latin America,2020,98400.8,8.0,5.9,250697.3,7872.064
19,Company_19,Technology,Latin America,2021,122196.4,5.3,24.2,143651.3,6476.409199999999
19,Company_19,Technology,Latin America,2022,125147.1,4.7,2.4,182797.0,5881.9137
19,Company_19,Technology,Latin America,2023,143507.8,1.8,14.7,54146.3,2583.1404
19,Company_19,Technology,Latin America,2024,154868.9,3.8,7.9,146956.3,5885.0181999999995
19,Company_19,Technology,Latin America,2025,180810.4,0.7,16.8,39614.5,1265.6727999999998
20,Company_20,Technology,North America,2015,4449.5,21.5,0.0,32323.9,956.6425
20,Company_20,Technology,North America,2016,5171.8,21.4,16.2,17645.3,1106.7652
20,Company_20,Technology,North America,2017,4773.2,21.8,-7.7,25275.9,1040.5575999999999
20,Company_20,Technology,North America,2018,5284.2,21.5,10.7,18946.4,1136.1029999999998
20,Company_20,Technology,North America,2019,5526.3,23.3,4.6,44458.7,1287.6279000000002
20,Company_20,Technology,North America,2020,6024.2,21.4,9.0,31498.1,1289.1788
20,Company_20,Technology,North America,2021,6606.7,23.4,9.7,42298.9,1545.9678
20,Company_20,Technology,North America,2022,6865.1,18.0,3.9,22596.7,1235.718
20,Company_20,Technology,North America,2023,7487.0,23.1,9.1,26405.0,1729.497
20,Company_20,Technology,North America,2024,7317.2,20.0,-2.3,50630.3,1463.44
20,Company_20,Technology,North America,2025,8581.5,18.0,17.3,31522.2,1544.6699999999998
21,Company_21,Energy,Asia,2015,2021.8,9.9,0.0,1956.4,200.1582
21,Company_21,Energy,Asia,2016,1931.1,11.6,-4.5,2533.4,224.00759999999997
21,Company_21,Energy,Asia,2017,1932.6,15.4,0.1,4568.5,297.62039999999996
21,Company_21,Energy,Asia,2018,2025.9,28.5,4.8,10493.5,577.3815
21,Company_21,Energy,Asia,2019,2035.1,31.7,0.5,8793.0,645.1267
21,Company_21,Energy,Asia,2020,2120.5,25.4,4.2,9358.5,538.607
21,Company_21,Energy,Asia,2021,1854.6,18.2,-12.5,6238.9,337.5372
21,Company_21,Energy,Asia,2022,1652.2,16.6,-10.9,4510.0,274.26520000000005
21,Company_21,Energy,Asia,2023,1721.3,11.6,4.2,3276.9,199.67079999999999
21,Company_21,Energy,Asia,2024,1229.6,13.5,-28.6,1571.1,165.996
21,Company_21,Energy,Asia,2025,1100.4,16.6,-10.5,3066.5,182.66640000000004
22,Company_22,Manufacturing,Latin America,2015,518.6,7.9,0.0,723.0,40.9694
22,Company_22,Manufacturing,Latin America,2016,549.7,10.2,6.0,487.4,56.0694
22,Company_22,Manufacturing,Latin America,2017,584.8,12.2,6.4,585.4,71.34559999999999
22,Company_22,Manufacturing,Latin America,2018,635.1,15.1,8.6,1129.1,95.9001
22,Company_22,Manufacturing,Latin America,2019,684.2,13.9,7.7,1509.5,95.10380000000002
22,Company_22,Manufacturing,Latin America,2020,736.2,15.9,7.6,1831.7,117.0558
22,Company_22,Manufacturing,Latin America,2021,815.7,19.0,10.8,2313.7,154.983
22,Company_22,Manufacturing,Latin America,2022,805.9,17.5,-1.2,1302.9,141.0325
22,Company_22,Manufacturing,Latin America,2023,921.1,11.8,14.3,2070.6,108.6898
22,Company_22,Manufacturing,Latin America,2024,953.8,9.0,3.5,1491.6,85.842
22,Company_22,Manufacturing,Latin America,2025,1009.7,11.8,5.9,2210.1,119.14460000000001
23,Company_23,Healthcare,Asia,2015,1042.0,11.9,0.0,1714.9,123.998
23,Company_23,Healthcare,Asia,2016,1052.2,19.8,1.0,2417.8,208.33560000000003
23,Company_23,Healthcare,Asia,2017,1032.0,15.3,-1.9,3448.4,157.896
23,Company_23,Healthcare,Asia,2018,1021.4,18.5,-1.0,4475.3,188.959
23,Company_23,Healthcare,Asia,2019,1095.2,20.6,7.2,5309.9,225.61120000000003
23,Company_23,Healthcare,Asia,2020,1042.5,21.6,-4.8,3740.8,225.18000000000004
23,Company_23,Healthcare,Asia,2021,1085.5,22.9,4.1,4045.7,248.57949999999997
23,Company_23,Healthcare,Asia,2022,1095.5,25.4,0.9,3456.7,278.257
23,Company_23,Healthcare,Asia,2023,1139.3,23.4,4.0,6088.1,266.59619999999995
23,Company_23,Healthcare,Asia,2024,1080.1,26.2,-5.2,4832.3,282.9862
23,Company_23,Healthcare,Asia,2025,924.5,25.0,-14.4,2909.9,231.125
24,Company_24,Technology,Middle East,2015,11781.5,19.2,0.0,67237.9,2262.0480000000002
24,Company_24,Technology,Middle East,2016,11745.1,20.4,-0.3,67390.9,2396.0004
24,Company_24,Technology,Middle East,2017,12904.6,18.9,9.9,73924.4,2438.9694
24,Company_24,Technology,Middle East,2018,13566.6,19.7,5.1,83160.2,2672.6202
24,Company_24,Technology,Middle East,2019,13010.4,18.2,-4.1,41732.0,2367.8928
24,Company_24,Technology,Middle East,2020,13503.1,18.2,3.8,57602.7,2457.5642
24,Company_24,Technology,Middle East,2021,14899.5,18.3,10.3,71411.9,2726.6085
24,Company_24,Technology,Middle East,2022,15017.5,23.5,0.8,68451.5,3529.1124999999997
24,Company_24,Technology,Middle East,2023,15013.1,21.9,-0.0,106974.2,3287.8688999999995
24,Company_24,Technology,Middle East,2024,16637.7,27.5,10.8,145466.8,4575.3675
24,Company_24,Technology,Middle East,2025,16884.5,32.2,1.5,108912.3,5436.809
25,Company_25,Utilities,Middle East,2015,698.2,10.1,0.0,991.2,70.5182
25,Company_25,Utilities,Middle East,2016,646.6,10.6,-7.4,678.2,68.53960000000001
25,Company_25,Utilities,Middle East,2017,690.5,10.9,6.8,729.4,75.2645
25,Company_25,Utilities,Middle East,2018,663.4,7.1,-3.9,536.6,47.10139999999999
25,Company_25,Utilities,Middle East,2019,680.9,7.6,2.6,515.8,51.7484
25,Company_25,Utilities,Middle East,2020,607.7,6.7,-10.7,559.6,40.715900000000005
25,Company_25,Utilities,Middle East,2021,587.4,6.8,-3.3,509.3,39.943200000000004
25,Company_25,Utilities,Middle East,2022,554.7,7.3,-5.6,398.6,40.4931
25,Company_25,Utilities,Middle East,2023,586.9,8.0,5.8,374.3,46.952
25,Company_25,Utilities,Middle East,2024,530.5,8.8,-9.6,405.4,46.684000000000005
25,Company_25,Utilities,Middle East,2025,522.7,10.1,-1.5,542.4,52.7927
26,Company_26,Healthcare,Asia,2015,5781.8,15.3,0.0,10673.5,884.6154
26,Company_26,Healthcare,Asia,2016,6276.4,13.9,8.6,14779.8,872.4196000000001
26,Company_26,Healthcare,Asia,2017,6563.5,13.4,4.6,15991.0,879.509
26,Company_26,Healthcare,Asia,2018,6579.5,18.9,0.2,26612.8,1243.5254999999997
26,Company_26,Healthcare,Asia,2019,7911.2,26.6,20.2,26299.1,2104.3792
26,Company_26,Healthcare,Asia,2020,7473.7,29.8,-5.5,42198.3,2227.1625999999997
26,Company_26,Healthcare,Asia,2021,9050.8,34.9,21.1,36575.3,3158.7291999999998
26,Company_26,Healthcare,Asia,2022,9850.7,34.5,8.8,54189.0,3398.4915
26,Company_26,Healthcare,Asia,2023,10042.8,34.4,2.0,77931.6,3454.7231999999995
26,Company_26,Healthcare,Asia,2024,10146.9,34.5,1.0,39609.9,3500.6804999999995
26,Company_26,Healthcare,Asia,2025,13120.6,30.0,29.3,49236.8,3936.18
27,Company_27,Healthcare,Europe,2015,1376.0,14.2,0.0,2738.2,195.392
27,Company_27,Healthcare,Europe,2016,1549.9,11.0,12.6,1800.9,170.489
27,Company_27,Healthcare,Europe,2017,1845.7,13.7,19.1,3020.7,252.8609
27,Company_27,Healthcare,Europe,2018,2050.8,15.9,11.1,7535.0,326.07720000000006
27,Company_27,Healthcare,Europe,2019,2367.2,11.4,15.4,3867.1,269.8608
27,Company_27,Healthcare,Europe,2020,2781.1,5.4,17.5,2603.6,150.17940000000002
27,Company_27,Healthcare,Europe,2021,3276.1,6.7,17.8,4076.0,219.4987
27,Company_27,Healthcare,Europe,2022,3762.3,9.2,14.8,6109.4,346.1316
27,Company_27,Healthcare,Europe,2023,4253.6,12.0,13.1,10412.8,510.432
27,Company_27,Healthcare,Europe,2024,5268.2,10.7,23.9,7977.7,563.6974
27,Company_27,Healthcare,Europe,2025,6291.5,9.1,19.4,12161.5,572.5264999999999
28,Company_28,Technology,Latin America,2015,2691.8,21.6,0.0,13341.0,581.4288000000001
28,Company_28,Technology,Latin America,2016,2983.2,17.5,10.8,9358.1,522.06
28,Company_28,Technology,Latin America,2017,3268.2,13.5,9.6,7985.6,441.207
28,Company_28,Technology,Latin America,2018,3347.3,14.2,2.4,7441.4,475.3166
28,Company_28,Technology,Latin America,2019,3860.8,15.9,15.3,14761.4,613.8672
28,Company_28,Technology,Latin America,2020,4414.7,21.4,14.3,22950.0,944.7457999999999
28,Company_28,Technology,Latin America,2021,4449.3,19.7,0.8,15917.8,876.5120999999999
28,Company_28,Technology,Latin America,2022,4726.3,19.2,6.2,17000.4,907.4496
28,Company_28,Technology,Latin America,2023,5340.3,16.7,13.0,19489.1,891.8300999999999
28,Company_28,Technology,Latin America,2024,6033.6,19.4,13.0,38765.1,1170.5184
28,Company_28,Technology,Latin America,2025,6674.2,17.5,10.6,18520.1,1167.985
29,Company_29,Transportation,Oceania,2015,1572.4,11.2,0.0,3444.6,176.1088
29,Company_29,Transportation,Oceania,2016,1308.0,14.3,-16.8,3397.4,187.044
29,Company_29,Transportation,Oceania,2017,1369.0,14.1,4.7,2040.9,193.02899999999997
29,Company_29,Transportation,Oceania,2018,1258.3,17.3,-8.1,2560.9,217.6859
29,Company_29,Transportation,Oceania,2019,1103.5,18.9,-12.3,3888.4,208.56149999999997
29,Company_29,Transportation,Oceania,2020,1066.1,15.0,-3.4,1320.6,159.915
29,Company_29,Transportation,Oceania,2021,779.9,14.6,-26.8,1633.2,113.8654
29,Company_29,Transportation,Oceania,2022,742.6,19.6,-4.8,1710.4,145.5496
29,Company_29,Transportation,Oceania,2023,738.2,19.7,-0.6,1380.0,145.4254
29,Company_29,Transportation,Oceania,2024,657.6,14.3,-10.9,1168.5,94.03680000000001
29,Company_29,Transportation,Oceania,2025,638.4,14.9,-2.9,1648.5,95.12159999999999
30,Company_30,Transportation,Middle East,2015,705.5,4.5,0.0,536.8,31.7475
